Artist,Album,Label,Genre,Rating
CocoMelon,Melon Alphabet,Moonbug Entertainment,Children's,
,,,,
,,,,
Colby Acuff,American Son,Sony Music,Country,
Confidence Man,SO WHAT,Polydor,Electronic,
Conner Smith,Smoky Mountains Sessions,The Valory Music Co.,Country,
Connie Francis,The Continental EP Collection,Jasmine Records,Easy Listening,
Conny Mess,Was hast du am Sonntag allein gemacht,Fiesta,Pop/Rock,
Cookie Crew,Pick Up on This: 1987-1992,Cherry Pop,Rap,7
,,,,
Cooltime Kids,Poop Song,Kidz Bop,Children's,
Copiio,4x4 Play,The Cost,Electronic,
Coppé,( -) Tweaked,,Pop/Rock,
Cor / Kempi,Mama,Noah's Ark,Rap,
Cornell C.C. Carter,Expressions of Soul,Expansion,R&B,
Corrado Giuffredi,Solo,Movimento Classical,Classical,
Country's Family Reunion,"The Best of Country's Family Reunion, Vol. 7 [Live]",Country Road,Country,
CowBoii,eGoli,Empire / McUlo,International,
Cowtown,Fear Of...,Gringo Records,Pop/Rock,
Coziem,Kale,VML,Rap,
Crave,Oblivion,Battlegod / Twilight,Pop/Rock,
Crazy C,Chi Tian Guang,Universal,Rap,
Crazy C,Pei Yi Gen,Universal,Rap,
Crazy C,Crazy Go Crazy,Universal,Rap,
Creed,"What If [Live at Freeman Coliseum, 1999]",Craft Recordings,Pop/Rock,
Crespo / Tinho Do Pandeiro,Praga Do Egito,Virgin,R&B,
Cricca,Vivere a Riccione,Columbia,Pop/Rock,
,,,,
Cris Helia,Aviones de Papel,Universal,Latin,
CrisAkaDaOnlyCris,MeanWhile,Cris / GT Digital,Rap,
Cristiano Giardini,Odisseya,,Jazz,
CRYMES,MALEA,CRYMES / Virgin,Pop/Rock,
Cryptic Hatred,Internal Torment,Code 7 / Time To Kill Records,Pop/Rock,
Cuitla Vega,Si Tú Te Vas,Universal,Latin,
Cults,To the Ghosts,Universal,Pop/Rock,6
Curtain Blue / Komorebi / Srushti Tawade / Cyli Khare / Girgaon Dhwaja Pathak / Girgaon Dhwajapathak,Bayo|Coke Studio Bharat|Chaalu De,Universal,Pop/Rock,
Curtis Mayfield,Move On Up,Music On Vinyl,R&B,
D Tek,Im a Raider Tho,Con Sabor A Mexico / Troublez,Rap,
D.N.P / SLVL,Isolation,Altruism Records,Electronic,
Da Gun,Sad Song,Sony Music,Pop/Rock,
Da Only Answer,Pray for Me,Kingdom Clarity,Religious,
Dagar Brothers / Zia Mohiuddin Dagar / Z.F. Dagar,Raag Malkauns/Ragini Miyan Ki Todi: Bombay 1968,Black Sweat Records,International,
Dame Debiase,Shawty Lo,GT Digital / Ivy League,Rap,
Dan Mangan,Call Me Up High,Arts & Crafts,Pop/Rock,
Daniel Paringit,Checkpoints,Universal,Pop/Rock,
Danielle Breisach / Yana Avedyan / Andrew Briggs,"Nicolas Bacri: Chamber Music, Vol. 1 - Works for Flute",Toccata Classics,Classical,
Dank OG,Southern Appeal,Dank OG / GT Digital,Rap,
Dankki Briha,Marjut,Universal,Pop/Rock,
Dannay,Mi Gente,Dannay Music,Latin,
Dante YN,"große scheine, große taschen",Epic / Kleinstadt Uniques,Rap,
Dark Heart,Out of the Shadows,Battlegod / Twilight,Pop/Rock,
Darkend,Viaticum,Code 7 / Time To Kill Records,Pop/Rock,
Darren Kiely,Avalon,Free Flight,Pop/Rock,
,,,,
Das EFX,Old School Throwback,Fog City Records,Rap,
David Bisbal / Emanero / La Konga,Fama De Diabla [En Vivo],Universal,Latin,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
David Bowie,David Bowie,Universal,Pop/Rock,
David King / Black Dyke Band / David King / Equale Brass Ensemble,George Lloyd: The Works for Brass,Lyrita,Classical,
David Lynch / Chrystabell,Cellophane Memories,Sacred Bones,Pop/Rock,7
,,,,
David Shire,Small Vices,,Stage & Screen,
Dawson Anderson,Break It Like That,Dawson Anderson / EMPIRE,Country,
daydreamers,All I Ever Dream About,Robots & Humans,Pop/Rock,
Dazielle,Genjitsu,ARCADIA STUDIO,Pop/Rock,
DDG,Trickin',DDG / Epic,Rap,
,,,,
Decoupage,Street Walking,Red Bus,Pop/Rock,
Deep Fateh,Ik Duje Vaaste,Mista Baaz,Pop/Rock,
Deezo / Mgee,Rakata,NITRON music,Electronic,
Def Leppard / Armand Van Helden,Photograph,Universal,Electronic,
Def Leppard / Tom Morello,Just Like '73,Mercury / UMR,Pop/Rock,
Dege / Nk No Beat / Am0r / Oneblack,Inquérito,Virgin,Rap,
DeNniS / Orochi / Azzy / MC Don Juan / Djonga / Hungria / Budah / MC PH / WIU / Veigh,Depois do Baile,Sony Music,Pop/Rock,
Der Zibet,VIOLETTER BALL,Universal,Pop/Rock,
Der Zibet,ELECTRIC MOON ＆ MORE,Universal,Pop/Rock,
Der Zibet,Girls,Universal,Pop/Rock,
Derry,Remember the Curfew,Fettfleck,Pop/Rock,
Detlev Jöcker,Die schönsten Kinderlieder für die erste Schulzeit,Europa Family Music,Children's,
Dhiraj Wankhede,Mangachi Por Aamhi,Rahul Lehnar Official,Pop/Rock,
dhruv,Track 5,Little Worry / RCA,Pop/Rock,
Diala,Memories,Universal / V7,Electronic,
,,,,
Die Schlagerpiloten,Bonita,Telamo / WM Germany,Pop/Rock,
Diego & Victor Hugo,Búzios Paradise [Ao Vivo],Sony Music,International,
Diferente Nivel / Grupo Clasificado,Vive El Momento,Sony Music,Latin,
Different Heaven,Ghostbusters,Ultra,Electronic,
Dignity,Digmotion,PCS / Warner Music Korea,Pop/Rock,
Diijam Studio,Chạm Khẽ Tim Anh Một Chút Thôi,3M,Electronic,
Diijam Studio,Mình Yêu Nhau Từ Kiếp Nào,3M,Electronic,
Diijam Studio,Tận Cùng Nỗi Nhớ,3M,Electronic,
Diijam Studio,Khóc cùng em,3M,Electronic,
Diijam Studio,Nợ Nhau Lời Xin Lỗi,3M,Electronic,
Diijam Studio,Hôm Nay Anh Rất Mệt,3M,Electronic,
Dikke,ALLES DIK,Top Notch Music,Rap,
Dilettante,Easy Does It,EMI / Launchpad,Pop/Rock,
Dilettante,Easy Does It,EMI / Launchpad,Pop/Rock,
Dime,PCR Chaal,3AM,Pop/Rock,
Dimitris Mahairas,Efhi,Minos,Pop/Rock,
Dino D'Santiago / Calema,Distinu,Klasszik / Mondja,International,
Dionize,Mesa Black,Argonauta,Pop/Rock,
Dirk Van Der Westhuizen,TITANIC,Select,International,
Disney Junior,Disney Jr. Music: SuperKitties Su-Purr Charged Pawesome Edition,Walt Disney,Children's,
Dixon House Band,Fighting Alone,Bad Reputation,Pop/Rock,
,,,,
,,,,
DJ Batata,"Montagens MPC, Vol. 2",Virgin,R&B,
DJ Boring,For Tahn,Urp Music Distribution,Electronic,
DJ Cronox,Chichiquetere Rkt,DJ Cronox,Latin,
DJ Dee / Sparklingjupp,Komplett verstrahlt,Zuckerwatt,Pop/Rock,
DJ Dylvn / Kleine John,Berichten,Top Notch Music,International,
DJ Gan-G,Still Major,Major Movez,Rap,
DJ Gutta Butta,Get Money,Purple Lane Entertainment,Rap,
DJ KIRBY / DJ Cringey,So Lost,Bamboo Artist & Label Services / Urban,Electronic,
DJ Kiss,Pop in It,Play Music Group,Rap,
DJ MK,مسويين جو [Of the Muslims],DJ-MK / LBandya Records,International,
DJ Noni Sagoo,Aadatein,EYP Creations,International,
DJ Overule / Skinny Wolf,Mulata,DJ Overule,Rap,
DJ Psychiatre,Never Complain,Urp Music Distribution,Electronic,
DJ Redblack,Meet Me on the Dancefloor,Universal,Electronic,
DJ Silence,Dancehall Season,Minos,Rap,
DJUKBOXID,Góðir Hlutir Gerast Hægt,Alda,Pop/Rock,
DK,Umbrella [Japanese Version],Genie Music Corporation,R&B,
Dman,Mơ,M Music,Rap,
Doechii,NISSAN ALTIMA,Capitol / Top Dawg Entertainment,Rap,
Dogs D'Amour,Dynamite China Years: Complete Recordings 1988-1993,HNE,Pop/Rock,
Dom Forsta,Augusti,Universal,Pop/Rock,
Domenico Rizzuto Electro Jazz Ensemble,Music of Tony Slim Dominick,Caligola,Jazz,
Don Elway,LUXURY,Uncontrollable Records,Rap,
Donnie Tsunami,Raised,Bet On Blacc,Rap,
Dons,Laiks,Universal,Pop/Rock,
Dorely,FAIS-MOI UN SIGNE,Columbia,Pop/Rock,
,,,,
Down3r,Funky Ass 20,GT Digital / Stooluminati,Rap,
Doxa,Stasera,Universal,Rap,
Dr. Rude / Bass Chaserz,Deze Zing Je Nog Mee,Rebl,Electronic,
Drastic,Ball 4 Real,Gunz Down Productions,Rap,
Dream Evil,Metal Gods,Century Media,Pop/Rock,
Dreamlike Studio,The Important Things,Alexandre Elias,Rap,
,,,,
,,,,
Dropb0x,Chasing Stars,Blue Tunes,Electronic,
Druhh & Drehh,ELA E EU,Goma do Mago Records,Rap,
Druppy the Kid,I Used to Love You,Dvpper Music,Pop/Rock,
Druppy the Kid,Walk Home Alone,Dvpper Music,Pop/Rock,
DT.Bilardo / Bellako,Otra Vez,Kriterio Music,Latin,
Dubska,Tribute to R.A.P.,Zima,Reggae,
Duczak / DDOT,MASTERCHEF,DDOT,Rap,
,,,,
Dynvill,Solo Uno Sbaglio,UMA Records,Pop/Rock,
Dú Maroc / Kolja Goldstein,Überlebt,Chapter One Records,Rap,
Eazy Money,Rockin Out,GMDS Entertainment,Rap,
Ebn Tarek,Yaba,Sony Music,Pop/Rock,
Eddie Flint,Hollow,Alamo,Pop/Rock,
Edel,YAWA [Man on a Mission],Disposable Records,Electronic,
,,,,
Edi Rock / Dow Raiz,Se Perder É Um Dois,Virgin,Rap,
Edmund,Jesolo,Karmarama / Sony Music,Pop/Rock,
Eefje de Visser,Weekenden,Sony Music,Pop/Rock,
Eem Triplin,Fiji,Sony Music,Rap,
Eevil Stöö,Salamanca,Katakombi,Rap,
Egon,List,Egon,Rap,
El Khatib,Mila,SIQUE Records,Electronic,
Ele Mariani,Cada Vez,Universal,Pop/Rock,
Elijah Blake,Elijah,MNRK / MNRK Music Group,R&B,
,,,,
,,,,
Ella Logan,The Scottish Volcano Rarities 1930 - 1955,Jasmine Records,Easy Listening,
Ella Marie,Gina,Universal,Pop/Rock,
ELMHAFEL,ELMHAFEL,ELMHAFEL,Pop/Rock,
Elvellon,Ascending in Synergy,Napalm Records,Pop/Rock,
Emiliano Verrino,800: 19th Century Guitar Music,Da Vinci Classics,Classical,
Emily White / Sam Haywood,Made Human,,Pop/Rock,
Emmanuel Horvilleur / Juan Saieg,19 (Había una Vez) [En Vivo],Sony Music,Latin,
Emmanuel Horvilleur,Había una Vez [En Vivo],Sony Music,Latin,
Empire of the Sun,Ask That God,Universal,Electronic,7
Emre Sinanmis,"Prelude, Op. 87, No. 1",MX MUSIC LIST,International,
Emtee,Believer,Empire / Emtee,R&B,
Ende,L' Aube des Anathemes,Immortal Frost Productions,Pop/Rock,
Energia,So Good,Odessa Mama,Electronic,
,,,,
Enoughism,Gimme That Synergy,Boomy Corporation,Easy Listening,
Enrico Rava,Fearless Five,Parco Dell,Jazz,
ENu / Pepy,Inima,Def Jam,R&B,
Epithe,FOTIA,Minos,Rap,
,,,,
,,,,
Eric Thomas,Way Up in Alaska,Block Movement / Platinum Gate Productions,Country,
Erlend Skomsvoll,Noshk Blues,Jazzland,Jazz,
Ernst / Bobbie en de rest,Bij Sinterklaas [Hoorspel],Trend Media Groep BV,Children's,
Ernst Theis / WDR Funkhausorchester,Albert Lortzing: Ouvertüren,CPO,Classical,
Essa / Pitch 92,Resonance,First Word / First Word Records,Rap,
Essential Worship / Seph Schlueter,Praise,Essential Records,Religious,
Eternal Entropy,51 Degrees,Universal,Electronic,
Ev,Cuppa Tea,Polydor,Electronic,
,,,,
ExWHYZ,Sweet & Sour,Universal,Pop/Rock,
Ezra Kairo,Alahai,Universal,Pop/Rock,
F.O.E Glocc Season,TTP,WDK Records,Rap,
Fa6o Rican,Slaves,GT DIGITAL / Urban Beat Wave,Rap,
Fabrizio Romano / Carlo Dumont,Haydn: The Seven Last Words of Our Saviour on the Cross - Version for violin and piano,Da Vinci Classics,Classical,
Fady,Tic Toc,Beirut Records,Rap,
Faeribandid,Ég hafði þig alltaf í huga,Alda,Pop/Rock,
Faeribandid,Þjóðhátíð með þér,Alda,Pop/Rock,
Fagner,Além Desse Futuro,Universal,International,
Fan Qing,SING,Universal,Pop/Rock,
Farrel Hilal,Take It Slow,Sony Music,R&B,
Fats Domino,Live in Munich,Cleopatra,Pop/Rock,
Federico De Vittor / Sara Fortini,From a Window,Caligola,Jazz,
Felipe Arias,TIRAN Y TIRAN,Cut-Throat / Empire,Latin,
Felipe Vilela,Tudo No Lugar,Universal,Religious,
Felix Samuel / Keanu Silva / IZKO,Give You the Moon,Virgin,Electronic,
Felo Le Tee / Scotts Maphuma / Thabza Tee,Yebo Lapho,New Money Gang,Electronic,
FEMME,Mary Jane,Walkin',Pop/Rock,
FENIK,Vertigo,Rules Don't Apply Records,Electronic,
Fern / Dot.Jaime,BABY BLUE,Universal,R&B,
Fiamma,Maquineo,Universal,Latin,
Fidde,Real Love,Urp Music Distribution,Electronic,
Filmy,Kedar [Slowed],Ally Digital,International,
Filt,Maximal Minimalism,Malmö,Electronic,
Finnfm,Testify,FINNfm,Electronic,
Fiorenzo Carpi,I cuori infranti [Original Soundtrack],Cam Sugar / Universal,Stage & Screen,
Fixway / Jarubeatmusic,A VAPOR,Universal,Rap,
FK / Calm,Shining of Life Flutemental,Music Conception,Pop/Rock,
Flav,This Is Why,Flav Entertainment / GT Digital,Rap,
Flo,Check,Island / Universal,R&B,
Floating Collective,The Leader,Mailboat Records,Pop/Rock,
Florix,Kyoyooyo [Cover],Musoni Music,International,
Flu Jivers,slightly baked,Universal,Electronic,
Flying Mojito Bros,Glitter,Ubiquity,Electronic,
Focus,Focus 12,Belle Antique,Pop/Rock,
Footz the Beast,Whatever You Want,Footz / Livewire,Rap,
Fousheé,still around,RCA / Trackmasters,International,
Fran Prins,Hoogtyd,Universal,International,
Francely Abreuu,DM,Francely Abreuu / Virgin,Rap,
Francesca Marini,'Na Sirena,Due Palazzi entertainment music Snc.,International,
Francisco Javier Quijada,Corridos Tumbados,Platino Records,Latin,
,,,,
Franglish,SHAKE,Capitol,Rap,
Frank Zappa,Approximate-Bale [Live],Frank Zappa,Pop/Rock,
Frankie Avalon,"Stereo Singles Collection, Vol. 2",Select-O-Hits,Pop/Rock,
Frankie Avalon,"Stereo Singles Collection, Vol. 1",Select-O-Hits,Pop/Rock,
Franklin / FRANKLIN / Cinek / MERCURY,BITCOIN,Cinek,Rap,
Fred Abong,Blindness + Homeless,Moochin' About,Pop/Rock,
Freddy2ps,400 years Later,Kill Records,Rap,
Frederic Vercheval,Largo Winch : Le prix de l'argent [Bande originale du Film],Milan,Stage & Screen,
Fredrick,A Deep House Journey,ND DIGITAL,Electronic,
Freek,Let's Order,FREEK,Rap,
Freenomo,Live for the Night,Blue Tunes,Electronic,
Freez247,Nejsi muj typ,Virgin,Rap,
Freezy / Didi,Monsun,Sony BMG / Trust the Process,Rap,
French the Kid,Galahad,Dropout,Rap,
Fritz Kalkbrenner,The Telepath,Virgin,Electronic,
Fritz Kalkbrenner,The Telepath,Virgin,Electronic,
Frontm3n,Beautiful Sunday,Artists & Acts,Pop/Rock,
FryBread McLovin,Weird Fun House,Boomy Corporation,Pop/Rock,
Fuckop Family,Demasiado Viejos,Beatclap,Pop/Rock,
Fulci / Telpha,Cyberflesh,Code 7 / Time To Kill Records,Pop/Rock,
,,,,
,,,,
G-Own,Shaye,Busy 1 Entertainment / GT Digital,International,
Gab Mabanta,Time of Our Lives,Sony Music,Pop/Rock,
Gabby's Dollhouse,¡El Poder Del Aún!,Republic Records: Kids & Family,Children's,
Gabito Ballesteros / Juanchito,Superstar,Golden Ink Entertainment,Latin,
Gabriel Jacoby,as you stand next to me,Pulse,R&B,
Gabriel Jacoby,reptile,Pulse,R&B,
Gabriel Jacoby,dreams,Pulse,R&B,
Gabriel Jacoby,make it sweet,Pulse,R&B,
GAF / The Love Supreme Arkestra,Ganzfeld,Discrepant / Keroxen,Pop/Rock,
Galileo Galilei,Spin!,Virgin,Pop/Rock,
,,,,
Ganakalashree Vidushi Kalavathy Avadhoot,"Sri Guru Samhite [Sama Shloki Gurucharitra], Vol. 2",SVD,Religious,
Ganakalashree Vidushi Kalavathy Avadhoot,"Sri Guru Samhite [Sama Shloki Gurucharitra], Vol. 1",SVD,Religious,
Ganakalashree Vidushi Kalavathy Avadhoot,"Sri Guru Samhite [Sama Shloki Gurucharitra], Vol. 4",SVD,Religious,
Ganakalashree Vidushi Kalavathy Avadhoot,"Sri Guru Samhite [Sama Shloki Gurucharitra], Vol. 3",SVD,Religious,
Ganakalashree Vidushi Kalavathy Avadhoot,Sri Guru Samhite [Sama Shloki Gurucharitra],SVD,Religious,
Gavin Adcock,Actin' Up Again,Thrivin Here Records,Pop/Rock,5
Gazebo,From Pasha With Love,,Electronic,
GD MC Vqtt / Somberkaos / Murilean,Meio Do Kaos,Virgin,Rap,
Gemini,Dimmelo,Universal,Pop/Rock,
,,,,
George Dekker,Right to Be Here,,Reggae,
Georges Prêtre,Vincent d'Indy: Poéme des Rivages; Diptyque Méditerranéen,Erato,Classical,
Georges Prêtre,"Marcel Landowski: Symphonies No. 1 'Jean de la Peur', No. 3 'Des Espaces', No. 4; Concerto pour violon",Erato,Classical,
Gera MX / Paloma Morphy,Todo a Medias,Gerardo Daniel Torres Montante,Pop/Rock,
Geri Der Klostertaler,Für immer die Berge,Via,Pop/Rock,
Ghetto Babby,They Don't Know,Ghetto Babby / GT Digital,Rap,
Ghost,Rite Here Rite Now [Original Motion Picture Soundtrack],Loma Vista / Universal,Pop/Rock,7
Ghost,Rite Here Rite Now [Original Motion Picture Soundtrack],Universal,Pop/Rock,7
Ghostigital,Laus Skrúfa,Smekkleysa,Electronic,
GIIANPA NK,todo mal .I.,Universal,Rap,
Gilaya,Verknallt in einen Talahon,Columbia / Sped Up,Pop/Rock,
,,,,
,,,,
,,,,
Giorgia Fumanti,Cinema Collection [Deluxe Edition],The ILS Group / Vega2,Stage & Screen,
Giovanni Acciai / Nova Ars Cantandi,Michel'angelo Grancini: Novelli Fiori Ecclesiastici,Da Vinci Classics,Classical,
Giovanni Mazzarino / Veronica Parrilla,But Not for Free,,Jazz,
Giovanni Sollima / Carlotta Maestrini / Clarissa Bevilacqua,Short Trio Stories,Movimento Classical,Classical,
Girlband,Heartbreak Town,EMI,Pop/Rock,
Giuzzy Beats / Shabab / Sukhcess,600 PS FLOW,Urban,Rap,
Glints / Faisal / Glintsal,JFK,Top Notch Music,Rap,
Gloaty,Beautiful & Rare,GT Digital / Uniqueambitionspiritsinc,R&B,
Glokk40Spaz / Lil Tony Official,Mad at Me,Columbia,Rap,
Glokk40Spaz,Luv No Slutz,Columbia,Rap,
,,,,
Glu,Fly High,Genie Music Corporation,Pop/Rock,
,,,,
Gomalan Brass Quintet,Alexander Tcherepnin: Brass Quintet; Victor Ewald: 3 Brass Quintets,CPO,Classical,
Gopi Ballowal,Baapu,PB X 10 Records,Pop/Rock,
Gortex,Epic Vibes,ND DIGITAL,Electronic,
Goshulya,Долоні на стелю [Palms on the Ceiling],Goshulya,Pop/Rock,
Governor,Nights on Immink Drive,Soweto Republik,Pop/Rock,
Graft,Headliner,Come Play with Me / EMI,Rap,
Graham Winchester,Nobody Waters the Flowers,Red Curtain,Pop/Rock,
Greg E Gont / Vitoria Freitas,MTG Deixa Eu Te Amar,Virgin,R&B,
Grigory Sokolov,Purcell: Trumpet Tune,Deutsche Grammophon,Classical,
Ground2a,Communication,Dead Serious,Pop/Rock,
Ground2a,Communication,Dead Serious,Pop/Rock,
GRTSCH,VOLVER,Universal,Rap,
Grupo 2/3,El Meño,Mendieta Music Group,Latin,
Grupo Envolvencia,Resenha Envolvência [Ao Vivo],Universal,International,
Gudny Maria,Hlaupa Harpa,Alda,Pop/Rock,
Gulzar / Diljit Dosanjh / Shankar Ehsaan Loy,Kabhi Usey Noor Noor Kehta Hoon,Sony Music,Stage & Screen,
Gustavo Drummond,Do Nada,Virgin,International,
Gutterboysouz,SUBVERSA,All But 6 Records / EMPIRE,Rap,
Guy Blakeslee,Celestial Radiance,Leaving Records,Electronic,
Gymnastics,August Gym,The Remix Label,Electronic,
Gérard Gustin,Gérard Gustin Trio/Chet Baker Quartet,Fresh Sound,Jazz,
Hairitage,LYSS,Deadbeats,Electronic,
Halma,Driving by Numbers,Kapitän Platte,Pop/Rock,
Halma,Driving by Numbers,Kapitän Platte,Pop/Rock,
Hamadi Dady Taboubi,Mitseme7,Hamadi Dady Taboubi,Rap,
Hannah Warm,JCT,Lawson Entertainment,Pop/Rock,
Hanne Sørvaag,Hjerta i et Bomberom,Daworks,Pop/Rock,
Hans Christian Aavik / Karolina Aavik,Musical Moments: Oja - The Dance of the Magazitly,Deutsche Grammophon,Classical,
,,,,
Haricharan / Sreeranjini Kodampally,Swayamvara Song,Satyam Audios,International,
Hariharan / Sajjad Ali Chandwani / Orunima Bhattacharya,"Aye Zindagi [From ""Chalti Rahe Zindagi""]",Zee Music Company,Stage & Screen,
Harrison BDP,Third Time Lucky,Urp Music Distribution,Electronic,
Harsh Behl,MERI MOHABBAT,Venom Media,International,
Haunted Plasma,I,Svart,Pop/Rock,
Hazama,Bukan Sendiri,Sony Music,Pop/Rock,
Hell Strike,Hellstrike,Chaos / Chaos Records,Pop/Rock,
Hellgreaser,Hymns of the Dead,Sunny Bastards,Pop/Rock,
Hellgreaser,Hymns of the Dead,Sunny Bastards,Pop/Rock,
Helucze,Pozdrawiam Sąsiadów,Helucze,Pop/Rock,
Helucze,PHOENIX,Universal,Pop/Rock,
Hema John,"Hema John Hits, Vol. 4",MY3 Music,Religious,
Hemanth Kumar,Ene Hudugi,SVD,Folk,
Hentrenamientoh,Un Nuevo Sol,Tsunami Recordings,Rap,
Hermes House Band,Party Break,Polydor,Pop/Rock,
Hermes House Band,Daydream Believer,Polydor,Pop/Rock,
Hermes House Band,Happy New Year [The Silvester EP],Polydor,Pop/Rock,
Hermes House Band,The Silvester Song,Polydor,Pop/Rock,
,,,,
Hermes House Band,Nothing's Gonna Stop Us Now,Polydor,Pop/Rock,
,,,,
Hermes House Band,I Will Survive (Lalala),Polydor,Pop/Rock,
Hermes House Band,Back to Brazil,Polydor,Pop/Rock,
Hermes House Band,Champions: The Greatest Stadium Hits,Polydor,Pop/Rock,
,,,,
Hermes House Band,The Karaoke Album,Polydor,Pop/Rock,
Hermes House Band,Ring of Fire,Polydor,Pop/Rock,
Hermes House Band,Winners,Polydor,Pop/Rock,
,,,,
,,,,
Hermes House Band,One Life (Let's Have a Good Time),Polydor,Pop/Rock,
Hermes House Band,Tarzan Boy,Polydor,Pop/Rock,
Heyden,Behind the Door,heyden,Pop/Rock,
Hi-Tone,Hey Tony,Cook Gods / TFCMG,Rap,
Hideaki Hori,New Directions,,Jazz,
Hinata Kashiwagi,Watashi,Sony Music,Pop/Rock,
Hiroshi Kamiya,Haretter,Kiramune,Pop/Rock,
HiTech,I Still Swear It's a Bop,Loma Vista,Electronic,
Holden McRae,Superglue,Holden McRae,Pop/Rock,
Holostriderr,MTG - Fumadão,Virgin,R&B,
Homer el Mero Mero / C.R.O. / Bardero$,Ahora es Religión,Dale Play,Rap,
,,,,
Honor Del Norte,Corridos De Arranque (Norteño),Platino Records,Latin,
Honor Del Norte,Corridos Honorables,Platino Records,Latin,
Hot 'n' Juicy / Mousse T,Horny [2024],Urp Music Distribution,Electronic,
Hot 'n' Juicy / Mousse T / Riva Starr,Horny [Riva Starr Remix],Peppermint Jam,Electronic,
House of Artifacts,Fire on the Mountain,"Cobraside Distribution, Inc",Pop/Rock,
Hov1,Tårarnas spår,Universal,Pop/Rock,
Hoàng Thống,Kể từ ngày hôm nay,Universal,Pop/Rock,
Hubbub,Abb Abb Abb,Relative Pitch,Jazz,
HWB,Cinema,HWB,Rap,
Hyper 249,DOMA,WinWay,Rap,
Hypersonic Music,"Look at Me Now [""Rainbow Six Siege: Marketplace Trailer"" Theme]",Universal,Rap,
Hyrofbb,So Hard,Fuck Being Broke Records / GT Digital,Rap,
Hyukoh / Sunset Rollercoaster,AAA,,Pop/Rock,
Hyunmo,Mo's Letter,Universal,Pop/Rock,
I Am Lofi,Evanescent,Chilled Zebra,Easy Listening,
I See Stars,SPLIT,Sumerian Records,Pop/Rock,
I.C.Q.,Jump Into the New World,Sony Music,Rap,
Iain Sutherland Concert Orchestra,High Heels: Favourite Light Classics,Alto,Classical,
Ice Cue,Kunzima Ukuba Indoda,Content Connect Africa,Electronic,
Ice Cue,SA Unite,Content Connect Africa,International,
Ice Spice,Y2K,Tenthousand Projects / Capitol,Rap,5
Idil Biret,"Idil Biret Solo Edition, Vol. 13: Franz Schubert",IBA [Idil Biret Archives],Classical,
Ikhansela No JBC,10 Great Songs,EMI,Pop/Rock,
Ilai Ashdot,Toda Lael Ani Kol Kach Rotze Lichyot,Universal,Pop/Rock,
Ilianna Zerva,Kai Tilefono/Alexisfero Gileko/I Epanastasi Mou/De Frenaro,Minos,Pop/Rock,
Ilkka Alanko,Jokaiselle jotakin,Sony Music,Pop/Rock,
Illiomote,I Want to Be Selfish.,Sony Music,R&B,
Iman Troye,Bunga Kemboja,Universal,Pop/Rock,
Imanishi / Eye,Nomikomu,Sony Music,Pop/Rock,
Imase,Et cetera,Universal,Pop/Rock,
Imperia,Dark Paradise,Massacre Records,Pop/Rock,
Inder Singh,TUM HO MERE,Venom Media,International,
INI,FANFARE [From The First Take],Lapone,Pop/Rock,
INI,I'm a Dreamer [From The First Take],Lapone,Pop/Rock,
Inkunzi Emdaka,Amakhehle,Universal,Pop/Rock,
Institusjonen,Backstage 2021,INSTU Records,Rap,
Institusjonen,Adieu 2021,INSTU Records,Pop/Rock,
Institusjonen,Skaal 2022,INSTU Records,Pop/Rock,
Institusjonen,Raveyard 2022,INSTU Records,Pop/Rock,
Institusjonen,Tjohei 2022,INSTU Records,Pop/Rock,
Institusjonen,Shaka 2022,INSTU Records,Pop/Rock,
Institusjonen,Can't Be Stopped 2022,Instu Records,Pop/Rock,
Institusjonen,Vorstoget 2022,INSTU Records,Pop/Rock,
Irene-Louise Van Wyk,Reguit Dans,Select,International,
Isaac Reuben,Flanger Trax 04,Rhythm Nation,Electronic,
Isi Gluck / Julian Benz,Mallekind,Summerfield,Pop/Rock,
,,,,
Isteresi,Ol3,Universal,Pop/Rock,
Ivan Maliboshka / Leonardo Zoncati,"Bassi, Lovreglio, Marriner, Barlow: Fantasies on Verdi’s Operas for clarinet and piano",Da Vinci Classics,Classical,
Ivel,Akimis Parodyk,Universal,Pop/Rock,
IVY,Euphoria,RCA,Pop/Rock,
Ivy,Love Unless You [Movie “I Am the Secret in Your Heart” ED],Universal,Pop/Rock,
J. Stalin,Walking Ticket,Empire / Livewire,Rap,
